"instance","label","avgx1","avgx2","avgx3","avgx4","avgx5","avgx6","avgx7","avgx8","avgx9","avgx10","avgx11","avgx12","avgx13","avgx14","avgx15","avgx16","avgx17","avgx18","avgx19","avgx20","avgx21","avgx22","avgx23","avgx24","avgx25","avgx26","avgx27","avgx28","avgy1","avgy2","avgy3","avgy4","avgy5","avgy6","avgy7","avgy8","avgy9","avgy10","avgy11","avgy12","avgy13","avgy14","avgy15","avgy16","avgy17","avgy18","avgy19","avgy20","avgy21","avgy22","avgy23","avgy24","avgy25","avgy26","avgy27","avgy28","transx1","transx2","transx3","transx4","transx5","transx6","transx7","transx8","transx9","transx10","transx11","transx12","transx13","transx14","transx15","transx16","transx17","transx18","transx19","transx20","transx21","transx22","transx23","transx24","transx25","transx26","transx27","transx28","transy1","transy2","transy3","transy4","transy5","transy6","transy7","transy8","transy9","transy10","transy11","transy12","transy13","transy14","transy15","transy16","transy17","transy18","transy19","transy20","transy21","transy22","transy23","transy24","transy25","transy26","transy27","transy28"
324,6,0,0,0,0,0,0,11.4285714285714,54.6785714285714,88.7857142857143,88.8571428571429,75.1428571428571,66.0357142857143,63.7857142857143,61.5,70.6071428571429,79.6785714285714,81.9642857142857,59.2142857142857,56.9285714285714,56.9285714285714,59.2142857142857,45.5714285714286,18.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,75.1785714285714,116.142857142857,113.928571428571,91.0714285714286,88.7857142857143,91.1071428571429,72.8928571428571,52.4285714285714,29.6071428571429,27.3214285714286,31.8571428571429,29.6071428571429,29.6071428571429,27.3214285714286,31.8928571428571,29.6071428571429,29.6071428571429,27.3214285714286,25.0357142857143,18.2142857142857,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
325,7,0,0,0,0,0,3.42857142857143,19.6785714285714,34.3571428571429,40.4285714285714,35.3928571428571,34.2857142857143,37.6428571428571,52.5357142857143,86.3214285714286,106.25,93.5357142857143,90.7857142857143,89.6785714285714,79.0714285714286,56.2142857142857,21.3571428571429,17.7142857142857,6.25,0,0,0,0,0,0,17.1071428571429,22.6785714285714,21.2857142857143,21.3928571428571,21.25,21.3214285714286,21.3214285714286,22.7142857142857,22.6428571428571,108.821428571429,137.392857142857,64,21.25,21.3571428571429,23.0714285714286,34.2857142857143,65.8214285714286,100.464285714286,90.7142857142857,46.0357142857143,0,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
326,2,0,0,0,0,8.39285714285714,32.4285714285714,49.1071428571429,57.7857142857143,64.1785714285714,64.1071428571429,57.6785714285714,67.6785714285714,81.5714285714286,83.6071428571429,68.0714285714286,88.2142857142857,121,125.142857142857,112.321428571429,90.25,84.1071428571429,72.3928571428571,35.75,6.17857142857143,0,0,0,0,0,0,0,0,29.1785714285714,51.25,88.9285714285714,113.357142857143,125.25,115.214285714286,102.25,98.2142857142857,96.8571428571429,52.4285714285714,38.75,35.0357142857143,34.9642857142857,34.9642857142857,31.2142857142857,38,52.3928571428571,78.5714285714286,89.9285714285714,63.2142857142857,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
327,0,0,0,0,0,0,0,0,37.5714285714286,96.7857142857143,109.25,69.2142857142857,62.5357142857143,56.5357142857143,53.6071428571429,54.5,60.3214285714286,67.2857142857143,67.4285714285714,68.1428571428571,58.0714285714286,68.7142857142857,52.0714285714286,8.60714285714286,0,0,0,0,0,0,0,0,0,47.2857142857143,71.2857142857143,62.5,44.5357142857143,48.6785714285714,39.4642857142857,39.5,40.8214285714286,38.7142857142857,41.7142857142857,47.4642857142857,53.6785714285714,55.9642857142857,60.3571428571429,63.5,74.3928571428571,50.3214285714286,36.3571428571429,43.2142857142857,30.8928571428571,0,0,0,0,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
328,3,0,0,14.0357142857143,35.3571428571429,39.1071428571429,28,21.8214285714286,21.5357142857143,19.5714285714286,19.5714285714286,21.2857142857143,31.1785714285714,61.6071428571429,82.9642857142857,91,102.464285714286,104.285714285714,104.964285714286,89.0357142857143,64.0714285714286,42,16.0714285714286,0,0,0,0,0,0,0,0,0,0,29.1428571428571,91.4642857142857,106.357142857143,69.5714285714286,56.3571428571429,40,31.8214285714286,22.6428571428571,19.5714285714286,34,53.7857142857143,50.6071428571429,46.0357142857143,41.4642857142857,30.1785714285714,29.3928571428571,41.7142857142857,70.5,79.6428571428571,65.6785714285714,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
329,5,0,0,0,0,0,0,2,31.6428571428571,44.1428571428571,84.3571428571429,98.25,102.321428571429,110.285714285714,110.821428571429,110.821428571429,106.678571428571,103.678571428571,105.892857142857,91.2142857142857,70.2857142857143,40.2142857142857,22.0357142857143,14.1071428571429,0.714285714285714,0,0,0,0,0,0,0,29.5,53.5714285714286,68.9642857142857,70.6071428571429,58.5714285714286,42.7857142857143,37.6785714285714,44,101.928571428571,122.428571428571,118.071428571429,83.4642857142857,41.0714285714286,37.6071428571429,36.1071428571429,38,54.9642857142857,90.8214285714286,79.1071428571429,40.2142857142857,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
330,4,0,0,0,0,0,11.25,26.8214285714286,40.6071428571429,48.1785714285714,50.3214285714286,51.7857142857143,48.1785714285714,40.7142857142857,57.1785714285714,67.2142857142857,69.5357142857143,64.6785714285714,58.0714285714286,59.8928571428571,61.0357142857143,60.8571428571429,51.0714285714286,15.7142857142857,0,0,0,0,0,0,0,0,0,0,30.0714285714286,32.4642857142857,32.4285714285714,30.5714285714286,27.8928571428571,74.4285714285714,119.071428571429,107.857142857143,60.5,55.6785714285714,53.2857142857143,51.4642857142857,43.2142857142857,36.6428571428571,23.7857142857143,27.3928571428571,20.1785714285714,14.1785714285714,21.0357142857143,20.9642857142857,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
331,3,0,0,0,0,0,0,4.60714285714286,18.8571428571429,37.3214285714286,50.1428571428571,50.1428571428571,52.75,65.8571428571429,81.7142857142857,98.1071428571429,100.214285714286,100.25,84.9285714285714,84.3928571428571,66.6785714285714,26.3214285714286,3,0,0,0,0,0,0,0,0,0,0,74.6428571428571,95.3571428571429,89.8571428571429,46.0714285714286,37.6428571428571,34.6071428571429,31.3571428571429,28.75,24.9285714285714,18.8214285714286,18.8214285714286,25.75,43.8571428571429,48.1785714285714,40.5714285714286,36.7857142857143,51,79.4642857142857,70.4285714285714,28.3928571428571,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
332,6,0,0,0,0,0,0,0,0,35.8928571428571,63.3571428571429,86.4285714285714,83.3928571428571,78.6428571428571,85.7142857142857,83.5714285714286,94.2857142857143,88.1071428571429,67.2857142857143,51.5714285714286,53.7857142857143,43.8928571428571,8.5,0,0,0,0,0,0,0,0,0,0,0,0,19.2142857142857,57.1785714285714,75.6785714285714,92.9642857142857,86.6785714285714,81.5357142857143,81,66.9285714285714,59.4642857142857,44.4285714285714,30.8571428571429,29.4642857142857,29.5,27.1071428571429,26.5714285714286,26.8928571428571,29.4642857142857,24.5357142857143,17.8214285714286,17.1428571428571,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
333,5,0,0,0,0,0,0,0,0,18.9285714285714,70.4285714285714,88.0714285714286,74.3571428571429,61.9642857142857,55.7142857142857,50.5714285714286,53.0357142857143,60.6428571428571,73.0714285714286,81.3571428571429,61.4642857142857,33.8571428571429,12.4642857142857,9.42857142857143,1.35714285714286,0,0,0,0,0,0,0,0,63.1785714285714,91.7857142857143,57.1785714285714,37.6071428571429,25.8571428571429,24.0357142857143,21,23.75,24.5357142857143,39.6428571428571,45.9285714285714,36.25,25.8214285714286,24.0714285714286,28.0357142857143,47.0714285714286,77,56.7142857142857,29,28.25,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
334,8,0,0,0,0,0,0,0,0,37.5,95.5714285714286,130,115.285714285714,85.7142857142857,72.7142857142857,68.9642857142857,71.5357142857143,86.5,98.7857142857143,103.5,76.3928571428571,45.1428571428571,42.2857142857143,26.0357142857143,4.46428571428571,0,0,0,0,0,0,0,39.4642857142857,74.1071428571429,62.8214285714286,48.3928571428571,45.6785714285714,43.1785714285714,46.5,48.5357142857143,53.6071428571429,65.5714285714286,48.4285714285714,51,70.5,58.1071428571429,61.0357142857143,60.7857142857143,49.3214285714286,64.9642857142857,105.071428571429,63.3214285714286,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
335,9,0,0,0,0,0,0,0,12.6428571428571,68.7142857142857,97.1428571428571,63.0714285714286,50.2142857142857,40.8928571428571,42.9642857142857,39.8928571428571,71.1428571428571,137.142857142857,151.571428571429,100,38.9285714285714,11.75,0,0,0,0,0,0,0,0,0,0,23.1071428571429,21.9642857142857,19.2857142857143,23.0714285714286,23.0714285714286,24.0357142857143,64.3214285714286,88,73.8928571428571,55.3214285714286,52.2857142857143,65.0357142857143,68.3214285714286,53.1785714285714,38.2857142857143,33.4285714285714,45.8214285714286,60.6785714285714,60.7142857142857,32.25,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
336,5,0,0,0,0,0,10.1071428571429,22.75,25.3571428571429,23.9285714285714,35.8214285714286,45.6428571428571,47.9642857142857,52.5357142857143,59.3928571428571,54.7857142857143,47.2142857142857,40.8928571428571,51.3214285714286,37.9642857142857,19.4285714285714,18.1071428571429,19.3214285714286,23.1428571428571,19.3928571428571,8.85714285714286,0,0,0,0,0,0,0,0,0,17.75,69.7142857142857,71.3928571428571,43.75,36.3214285714286,29.25,16.4285714285714,26.7142857142857,70.7857142857143,55.1785714285714,26.1785714285714,26.3571428571429,38.6071428571429,73.4285714285714,52.7857142857143,9.28571428571429,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
337,4,0,0,0,0,0,0,0,0,20.1785714285714,46.2142857142857,81.8928571428571,83.7142857142857,25.7142857142857,43.3214285714286,70.2857142857143,81.0357142857143,80.7857142857143,72.7142857142857,53.4642857142857,21.6785714285714,0,0,0,0,0,0,0,0,0,0,0,18.0357142857143,20.6071428571429,20.5714285714286,19.2857142857143,20.6071428571429,18.1071428571429,20.4642857142857,19.3214285714286,61.1785714285714,85.2142857142857,66.3571428571429,38.8571428571429,39.75,37.1071428571429,40.1785714285714,33.4285714285714,34.25,31.8214285714286,32.6071428571429,23.25,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
338,7,0,0,0,0,0,0,4.10714285714286,31.4285714285714,57.8214285714286,81.3928571428571,79.7142857142857,75.25,66.5714285714286,57.5,64.7857142857143,69.0357142857143,65.75,68.8214285714286,72.6785714285714,60.7142857142857,48.7857142857143,33.0357142857143,9.46428571428571,0,0,0,0,0,0,24.0714285714286,31.7142857142857,36,36.3928571428571,32.8571428571429,35.8571428571429,33.25,32.8928571428571,32.8928571428571,32.8928571428571,32.8928571428571,35.5357142857143,44.6428571428571,49.6428571428571,57.2857142857143,57.0357142857143,71.4285714285714,111.035714285714,114.642857142857,43.8928571428571,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
339,4,0,0,0,0,0,0,0,6.25,33,58.5357142857143,52.5357142857143,46.0357142857143,26,11.75,53.6071428571429,68.7857142857143,47.8571428571429,49.3214285714286,54.25,53.8928571428571,36.3214285714286,19.9642857142857,6.64285714285714,3.92857142857143,1.03571428571429,0,0,0,0,0,6.64285714285714,11.75,11.75,13.7857142857143,16.5357142857143,19.6428571428571,19.5,18.1071428571429,45.3214285714286,84.5357142857143,67.2857142857143,46.2857142857143,39.9285714285714,35.1785714285714,33.1428571428571,34.1071428571429,33.8928571428571,32.8928571428571,35.4285714285714,24,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
340,2,0,0,0,10.9642857142857,33.8214285714286,46.9642857142857,50.6071428571429,51.3571428571429,52.3214285714286,53,50.75,63.1428571428571,79.1428571428571,80.0357142857143,63.3928571428571,55.6785714285714,75.6785714285714,110.75,142.821428571429,139.5,100.214285714286,52.5357142857143,6.46428571428571,0,0,0,0,0,0,0,0,0,0,44.5714285714286,94.7142857142857,109.607142857143,114.964285714286,120.142857142857,98.1428571428571,89.8214285714286,99.75,65.1785714285714,33.3928571428571,32.4285714285714,27.4285714285714,28.8928571428571,28.9642857142857,24.4285714285714,55.2857142857143,64.5,90.8571428571429,68.6071428571429,27.4642857142857,0,0,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
341,7,0,0,0,0,0,0,6.85714285714286,18.2142857142857,34.1785714285714,50.1071428571429,45.5714285714286,36.4285714285714,47.8214285714286,59.25,63.75,97.8928571428571,120.678571428571,102.428571428571,72.8928571428571,45.5357142857143,11.3928571428571,0,0,0,0,0,0,0,0,0,11.3928571428571,20.5,27.3214285714286,20.5,29.6071428571429,25.0357142857143,27.3214285714286,31.8928571428571,50.1071428571429,63.7857142857143,56.9285714285714,59.2142857142857,47.8571428571429,54.6785714285714,56.8928571428571,56.9285714285714,59.1785714285714,45.5357142857143,41,27.3214285714286,0,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
342,3,0,0,0,30.3571428571429,44.9285714285714,47.75,30.1428571428571,23.5357142857143,25.0357142857143,22.0714285714286,20.6071428571429,52.5,74.3928571428571,83.8571428571429,92.5357142857143,87.3214285714286,105.964285714286,120.535714285714,110.321428571429,73.8928571428571,64.6785714285714,49.9285714285714,35.25,0,0,0,0,0,0,0,0,0,67.6071428571429,104.357142857143,106.785714285714,68.75,56.6428571428571,58.0714285714286,38.3571428571429,20.7142857142857,41.1785714285714,60.3214285714286,56.6071428571429,54,44.1428571428571,35.3214285714286,36.8214285714286,30.8928571428571,62.4285714285714,99.1785714285714,96.4285714285714,57,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
343,4,0,0,0,0,0,0,0,0,19.4285714285714,35.6428571428571,43.1428571428571,47.6428571428571,20.4642857142857,21,65.4285714285714,105.464285714286,91.2142857142857,62.4642857142857,31.8928571428571,15.5,13.6071428571429,4.78571428571429,0,0,0,0,0,0,0,0,0,10.1428571428571,18.7857142857143,15.8571428571429,15.6785714285714,18.3214285714286,17.7142857142857,29.3214285714286,38.4285714285714,36.5,43.25,73.5357142857143,86.5,56.8571428571429,30.25,29.1428571428571,15.3571428571429,10.8214285714286,13.4285714285714,10.5,7.28571428571429,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
344,8,0,0,0,0,0,0,2.14285714285714,29.2857142857143,52.9285714285714,55.75,45.1428571428571,48.6071428571429,74.5357142857143,111.428571428571,136.321428571429,106.678571428571,69.1071428571429,38.6785714285714,35.75,38.4285714285714,47.8214285714286,51.6071428571429,27.9285714285714,1.21428571428571,0,0,0,0,0,0,0,0,39.3214285714286,59.3571428571429,61.1428571428571,50.8571428571429,47.6785714285714,49.3571428571429,58.3571428571429,52.1428571428571,49.6428571428571,37.2142857142857,36.8214285714286,49.8571428571429,48.9285714285714,48.5,38.8928571428571,40.8571428571429,43.5357142857143,50.0714285714286,70.6785714285714,40.1428571428571,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
345,9,0,0,0,0,0,0,0,13.2142857142857,46.5714285714286,58.6785714285714,44.5714285714286,40.4642857142857,37.4285714285714,34.4285714285714,34.4285714285714,34.4285714285714,111.178571428571,122.5,47.7142857142857,28.3571428571429,10.1428571428571,0,0,0,0,0,0,0,0,0,14.1428571428571,23.25,21.2857142857143,16.2142857142857,18.25,15.1785714285714,16.1785714285714,18.2142857142857,18.2142857142857,48.5714285714286,86.0714285714286,82,48.6071428571429,38.5,35.3928571428571,35.5,33.3571428571429,23.2857142857143,39.4642857142857,32.4285714285714,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
346,1,0,0,0,0,0,0,0,0,0,21.8571428571429,42.0714285714286,59.9285714285714,59.9285714285714,55.1071428571429,63.4642857142857,68.25,76.9642857142857,79.5357142857143,59.5357142857143,31.0357142857143,3.28571428571429,0,0,0,0,0,0,0,0,0,0,0,24.1785714285714,31.8571428571429,33.0357142857143,27.75,32.4642857142857,38.6071428571429,38.5357142857143,34.6071428571429,33,33,29.6785714285714,30.3928571428571,32.3571428571429,29.3928571428571,27.5357142857143,30.8928571428571,31.0357142857143,33.0357142857143,30.75,18.8571428571429,0,0,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
347,9,0,0,0,0,0,6.75,17.1071428571429,19.5,17.3928571428571,22.25,54.4285714285714,68.5357142857143,72.1785714285714,59.5357142857143,66.2857142857143,77.2857142857143,93.1428571428571,116.964285714286,89.6428571428571,44.25,1.78571428571429,0,0,0,0,0,0,0,0,0,0,26.3214285714286,61.7857142857143,59.5,42.5357142857143,25.2142857142857,22.2857142857143,20.8571428571429,18.4642857142857,18.8928571428571,15.3928571428571,52.3571428571429,74.1071428571429,61.3928571428571,51.25,48.9642857142857,47,46.5,56.8571428571429,50.7142857142857,26.6428571428571,0,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
348,2,0,0,0,4.53571428571429,38.5357142857143,52.8928571428571,55.0357142857143,55.1071428571429,53,51.7142857142857,43.2857142857143,46.8214285714286,72.2142857142857,76.6428571428571,63.3571428571429,60.0714285714286,69.5714285714286,95.1071428571429,110.035714285714,120.178571428571,108.892857142857,66.5357142857143,8.89285714285714,0,0,0,0,0,0,0,0,0,0,52.75,107.285714285714,132.392857142857,101.321428571429,84.9642857142857,87.8571428571429,110.535714285714,106.892857142857,59.2142857142857,25.1428571428571,27.2142857142857,28.3571428571429,23.8928571428571,23.3214285714286,25.1071428571429,22.8214285714286,44.5,85.0357142857143,74.7142857142857,29.1071428571429,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
349,8,0,0,0,0,0,0,0,0,0,19.3571428571429,83.25,131.571428571429,139.178571428571,122.142857142857,125.892857142857,130.75,130.535714285714,131.464285714286,107.428571428571,70.3214285714286,14.8214285714286,0,0,0,0,0,0,0,0,0,0,0,19.4285714285714,54.9285714285714,77.7857142857143,87.0714285714286,70.0357142857143,62.7857142857143,72.7857142857143,61.6428571428571,49.0714285714286,49.5357142857143,56.0714285714286,56.5714285714286,63.3928571428571,70.3214285714286,76.8214285714286,71.7857142857143,74.8928571428571,62.3214285714286,47.5,21.9642857142857,0,0,0,0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
350,7,0,0,0,0,0,0.142857142857143,14.6071428571429,45.2142857142857,56.0357142857143,54.7857142857143,49.5357142857143,58.9285714285714,60.3928571428571,58.6428571428571,57.3928571428571,56.2142857142857,55.2142857142857,60.1071428571429,63.3571428571429,62.4285714285714,54.3928571428571,44.8571428571429,29.5357142857143,3.39285714285714,0,0,0,0,0,24.3214285714286,29.0357142857143,32.8214285714286,31.3214285714286,34.75,28.7857142857143,30.8928571428571,27.8571428571429,28.6428571428571,27.6071428571429,27.5714285714286,27.7857142857143,25.9642857142857,27.1785714285714,48.2142857142857,54.1428571428571,59.5,118.035714285714,136.714285714286,64.0357142857143,0,0,0,0,0,0,0,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
351,9,0,0,0,0,0,0,0,0,31.7142857142857,74.1428571428571,65.1785714285714,50.3214285714286,44.1785714285714,46.5357142857143,51.3928571428571,122.571428571429,159.928571428571,133.678571428571,54.1428571428571,5.10714285714286,0,0,0,0,0,0,0,0,0,0,14.9642857142857,27.25,31.3571428571429,22.1785714285714,21.8214285714286,21.8214285714286,23.3571428571429,22.3214285714286,57.8928571428571,82.7857142857143,70.3214285714286,51.0714285714286,45.2857142857143,44.6428571428571,40.0714285714286,46.5714285714286,54,62.4642857142857,59.5,39.2142857142857,0,0,0,0,0,0,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
