YEAR	TEST.ID	BLOCK	TRAP	TRAP_TYPE	TEST.DATE	NUMBER.OF.MOSQUITOES	SPECIES	LOCATION	LATITUDE	LONGITUDE
8721	2015	41285	89XX S MUSKEGON AVE	T099	GRAVID	2015-07-23 12:07:00	2	CULEX RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
8722	2015	41348	45XX N CAMPBELL AVE	T220	GRAVID	2015-07-23 12:07:00	1	CULEX RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
8725	2015	41295	4XX E 130TH ST	T221	GRAVID	2015-07-23 12:07:00	10	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
8726	2015	41316	52XX S KOLMAR AVE	T114	GRAVID	2015-07-23 12:07:00	35	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8727	2015	41346	28XX N FRANCISCO AVE	T147	GRAVID	2015-07-23 12:07:00	9	CULEX RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
8728	2015	41327	46XX N MILWAUKEE AVE	T003	GRAVID	2015-07-23 12:07:00	9	CULEX PIPIENS/RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
8729	2015	41319	82XX S KOSTNER AVE	T225	GRAVID	2015-07-23 12:07:00	17	CULEX RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
8730	2015	41274	50XX S UNION AVE	T082	GRAVID	2015-07-23 12:07:00	1	CULEX PIPIENS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
8731	2015	41339	62XX N MCCLELLAN AVE	T236	GRAVID	2015-07-23 12:07:00	4	CULEX RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
8732	2015	41305	13XX N LARAMIE AVE	T230	GRAVID	2015-07-23 12:07:00	2	CULEX RESTUANS	41.904773447835936, -87.75568575289235	41.9047734478359	-87.7556857528923
8735	2015	41267	10XX E 67TH ST	T073	GRAVID	2015-07-23 12:07:00	5	CULEX PIPIENS/RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
8736	2015	41289	24XX E 105TH ST	T128	GRAVID	2015-07-23 12:07:00	1	CULEX TERRITANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
8737	2015	41345	28XX N FRANCISCO AVE	T147	GRAVID	2015-07-23 12:07:00	1	CULEX PIPIENS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
8738	2015	41275	50XX S UNION AVE	T082	GRAVID	2015-07-23 12:07:00	5	CULEX RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
8740	2015	41322	5XX W 72ND ST	T035	GRAVID	2015-07-23 12:07:00	11	CULEX RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
8741	2015	41330	70XX N MOSELLE AVE	T008	GRAVID	2015-07-23 12:07:00	18	CULEX RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
8742	2015	41272	77XX S EBERHART AVE	T080	GRAVID	2015-07-23 12:07:00	17	CULEX PIPIENS/RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
8743	2015	41315	52XX S KOLMAR AVE	T114	GRAVID	2015-07-23 12:07:00	46	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8744	2015	41282	89XX S CARPENTER ST	T159	GRAVID	2015-07-23 12:07:00	8	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
8745	2015	41332	36XX N PITTSBURGH AVE	T011	GRAVID	2015-07-23 12:07:00	1	CULEX PIPIENS/RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
8746	2015	41314	52XX S KOLMAR AVE	T114	GRAVID	2015-07-23 12:07:00	25	CULEX PIPIENS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8747	2015	41159	22XX N CANNON DR	T054A	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
8748	2015	41221	41XX N OAK PARK AVE	T002	GRAVID	2015-07-16 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
8749	2015	41232	51XX N MONT CLARE AVE	T223	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS	41.974522761157274, -87.80458946950488	41.9745227611573	-87.8045894695049
8750	2015	41204	101XX S STONY ISLAND AVE	T138	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS/RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
8751	2015	41154	25XX S MILLARD AVE	T152	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.845715401799, -87.7158985974353	41.845715401799	-87.7158985974353
8752	2015	41197	109XX S COTTAGE GROVE AVE	T102	GRAVID	2015-07-16 12:07:00	6	CULEX RESTUANS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
8753	2015	41236	39XX N SPRINGFIELD AVE	T228	GRAVID	2015-07-16 12:07:00	12	CULEX RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
8754	2015	41233	51XX N MONT CLARE AVE	T223	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS/RESTUANS	41.974522761157274, -87.80458946950488	41.9745227611573	-87.8045894695049
8755	2015	41176	39XX S ASHLAND AVE	T074	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
8756	2015	41169	82XX S KOSTNER AVE	T225	GRAVID	2015-07-16 12:07:00	3	CULEX PIPIENS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
8757	2015	41172	42XX W 65TH ST	T235	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
8758	2015	41175	10XX E 67TH ST	T073	GRAVID	2015-07-16 12:07:00	7	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
8759	2015	41238	71XX N HARLEM AVE	T233	GRAVID	2015-07-16 12:07:00	13	CULEX PIPIENS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
8762	2015	41177	39XX S ASHLAND AVE	T074	GRAVID	2015-07-16 12:07:00	3	CULEX PIPIENS/RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
8763	2015	41227	70XX N MOSELLE AVE	T008	GRAVID	2015-07-16 12:07:00	42	CULEX RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
8765	2015	41200	24XX E 105TH ST	T128	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
8766	2015	41217	45XX N CAMPBELL AVE	T220	GRAVID	2015-07-16 12:07:00	1	CULEX TERRITANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
8767	2015	41206	131XX S BRANDON AVE	T209	GRAVID	2015-07-16 12:07:00	4	CULEX RESTUANS	41.657068875649955, -87.54604886505916	41.65706887565	-87.5460488650592
8769	2015	41147	5XX S CENTRAL AVE	T031	GRAVID	2015-07-16 12:07:00	14	CULEX RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
8770	2015	41163	67XX S KEDZIE AVE	T066	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.77119858797388, -87.70310660774493	41.7711985879739	-87.7031066077449
8771	2015	41145	5XX S CENTRAL AVE	T031	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
8772	2015	41144	61XX W FULLERTON AVE	T013	GRAVID	2015-07-16 12:07:00	8	CULEX RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
8773	2015	41153	70XX W ARMITAGE AVE	T151	GRAVID	2015-07-16 12:07:00	21	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
8774	2015	41229	91XX W HIGGINS RD	T009	GRAVID	2015-07-16 12:07:00	10	CULEX RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
8775	2015	41188	17XX W 95TH ST	T094	GRAVID	2015-07-16 12:07:00	8	CULEX RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
8776	2015	41222	41XX N OAK PARK AVE	T002	GRAVID	2015-07-16 12:07:00	50	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
8777	2015	41235	39XX N SPRINGFIELD AVE	T228	GRAVID	2015-07-16 12:07:00	17	CULEX PIPIENS/RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
8778	2015	41182	50XX S UNION AVE	T082	GRAVID	2015-07-16 12:07:00	11	CULEX RESTUANS	41.802359308973436, -87.64307591923095	41.8023593089734	-87.643075919231
8779	2015	41219	58XX N RIDGE AVE	T231	GRAVID	2015-07-16 12:07:00	5	CULEX RESTUANS	41.98788069188603, -87.66678507548095	41.987880691886	-87.6667850754809
8781	2015	41224	46XX N MILWAUKEE AVE	T003	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS/RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
8782	2015	41166	52XX S KOLMAR AVE	T114	GRAVID	2015-07-16 12:07:00	34	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8783	2015	41155	13XX N LARAMIE AVE	T230	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.904773447835936, -87.75568575289235	41.9047734478359	-87.7556857528923
8784	2015	41215	28XX N FRANCISCO AVE	T147	GRAVID	2015-07-16 12:07:00	23	CULEX RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
8786	2015	41146	5XX S CENTRAL AVE	T031	GRAVID	2015-07-16 12:07:00	3	CULEX PIPIENS/RESTUANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
8787	2015	41231	61XX N LEMONT AVE	T012	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.99356436155678, -87.74542038704298	41.9935643615568	-87.745420387043
8788	2015	41218	17XX W ADDISON ST	T224	GRAVID	2015-07-16 12:07:00	6	CULEX RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
8789	2015	41214	58XX N WESTERN AVE	T028	GRAVID	2015-07-16 12:07:00	31	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
8790	2015	41151	70XX W ARMITAGE AVE	T151	GRAVID	2015-07-16 12:07:00	10	CULEX PIPIENS/RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
8792	2015	41241	62XX N MCCLELLAN AVE	T236	GRAVID	2015-07-16 12:07:00	23	CULEX RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
8793	2015	41179	64XX S STONY ISLAND AVE	T077	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.778128857884745, -87.58624503516381	41.7781288578847	-87.5862450351638
8794	2015	41240	71XX N HARLEM AVE	T233	GRAVID	2015-07-16 12:07:00	47	CULEX RESTUANS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
8795	2015	41220	41XX N OAK PARK AVE	T002	GRAVID	2015-07-16 12:07:00	25	CULEX PIPIENS/RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
8798	2015	41194	89XX S CARPENTER ST	T159	GRAVID	2015-07-16 12:07:00	7	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
8800	2015	41234	51XX N MONT CLARE AVE	T223	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.974522761157274, -87.80458946950488	41.9745227611573	-87.8045894695049
8801	2015	41186	119XX S ASHLAND AVE	T090	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.67688731618708, -87.66122192616795	41.6768873161871	-87.661221926168
8802	2015	41208	37XX E 118TH ST	T212	GRAVID	2015-07-16 12:07:00	17	CULEX RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
8803	2015	41156	25XX W GRAND AVE	T046	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
8805	2015	41226	70XX N MOSELLE AVE	T008	GRAVID	2015-07-16 12:07:00	13	CULEX PIPIENS/RESTUANS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
8807	2015	41180	71XX S SOUTH SHORE DR	T079	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS/RESTUANS	41.76575252485466, -87.56246520793836	41.7657525248547	-87.5624652079384
8808	2015	41143	61XX W FULLERTON AVE	T013	GRAVID	2015-07-16 12:07:00	8	CULEX PIPIENS/RESTUANS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
8810	2015	41198	109XX S COTTAGE GROVE AVE	T102	GRAVID	2015-07-16 12:07:00	1	CULEX SALINARIUS	41.695494070048184, -87.60908176561364	41.6954940700482	-87.6090817656136
8811	2015	41173	5XX W 72ND ST	T035	GRAVID	2015-07-16 12:07:00	9	CULEX RESTUANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
8812	2015	41158	22XX N CANNON DR	T054A	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS/RESTUANS	41.92273664946568, -87.63244996720142	41.9227366494657	-87.6324499672014
8813	2015	41178	39XX S ASHLAND AVE	T074	GRAVID	2015-07-16 12:07:00	26	CULEX RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
8814	2015	41212	6XX W MONTROSE DR	T017	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.96201463828783, -87.64684772570871	41.9620146382878	-87.6468477257087
8816	2015	41174	5XX W 72ND ST	T035	GRAVID	2015-07-16 12:07:00	1	CULEX TERRITANS	41.76337092198238, -87.6378726141474	41.7633709219824	-87.6378726141474
8817	2015	41202	24XX E 105TH ST	T128	GRAVID	2015-07-16 12:07:00	5	CULEX RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
8818	2015	41230	36XX N PITTSBURGH AVE	T011	GRAVID	2015-07-16 12:07:00	17	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
8819	2015	41157	11XX S CALIFORNIA AVE	T047	GRAVID	2015-07-16 12:07:00	1	CULEX RESTUANS	41.86759925367238, -87.69578544257037	41.8675992536724	-87.6957854425704
8820	2015	41207	37XX E 118TH ST	T212	GRAVID	2015-07-16 12:07:00	3	CULEX PIPIENS/RESTUANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
8821	2015	41216	45XX N CAMPBELL AVE	T220	GRAVID	2015-07-16 12:07:00	4	CULEX RESTUANS	41.96440545399697, -87.69137039109717	41.964405453997	-87.6913703910972
8822	2015	41187	17XX W 95TH ST	T094	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS/RESTUANS	41.72128749967918, -87.66523570170051	41.7212874996792	-87.6652357017005
8823	2015	41148	5XX S CENTRAL AVE	T031	GRAVID	2015-07-16 12:07:00	2	CULEX TERRITANS	41.87287286249572, -87.7647365320396	41.8728728624957	-87.7647365320396
8824	2015	41167	52XX S KOLMAR AVE	T114	GRAVID	2015-07-16 12:07:00	48	CULEX RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8825	2015	41170	82XX S KOSTNER AVE	T225	GRAVID	2015-07-16 12:07:00	6	CULEX PIPIENS/RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
8826	2015	41205	101XX S STONY ISLAND AVE	T138	GRAVID	2015-07-16 12:07:00	10	CULEX RESTUANS	41.71054240215372, -87.58455893336821	41.7105424021537	-87.5845589333682
8830	2015	41209	37XX E 118TH ST	T212	GRAVID	2015-07-16 12:07:00	1	CULEX TERRITANS	41.681034931122895, -87.53343646731054	41.6810349311229	-87.5334364673105
8831	2015	41210	4XX E 130TH ST	T221	GRAVID	2015-07-16 12:07:00	3	CULEX PIPIENS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
8832	2015	41239	71XX N HARLEM AVE	T233	GRAVID	2015-07-16 12:07:00	44	CULEX PIPIENS/RESTUANS	42.0106432736568, -87.80679730045945	42.0106432736568	-87.8067973004595
8833	2015	41160	22XX W 51ST ST	T061	GRAVID	2015-07-16 12:07:00	21	CULEX RESTUANS	41.80104785720396, -87.68042473369341	41.801047857204	-87.6804247336934
8834	2015	41228	91XX W HIGGINS RD	T009	GRAVID	2015-07-16 12:07:00	5	CULEX PIPIENS/RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
8836	2015	41223	41XX N OAK PARK AVE	T002	GRAVID	2015-07-16 12:07:00	48	CULEX RESTUANS	41.956298856118664, -87.79751744482932	41.9562988561187	-87.7975174448293
8837	2015	41196	89XX S MUSKEGON AVE	T099	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.73318787971678, -87.55562868950284	41.7331878797168	-87.5556286895028
8840	2015	41149	14XX N HUMBOLDT DR	T033	GRAVID	2015-07-16 12:07:00	8	CULEX RESTUANS	41.90728487283588, -87.701394636759	41.9072848728359	-87.701394636759
8841	2015	41237	39XX N SPRINGFIELD AVE	T228	GRAVID	2015-07-16 12:07:00	46	CULEX RESTUANS	41.95366415238544, -87.72498719138876	41.9536641523854	-87.7249871913888
8842	2015	41168	63XX W 64TH ST	T155	GRAVID	2015-07-16 12:07:00	2	CULEX RESTUANS	41.77600539167921, -87.77940766760916	41.7760053916792	-87.7794076676092
8843	2015	41201	24XX E 105TH ST	T128	GRAVID	2015-07-16 12:07:00	4	CULEX PIPIENS/RESTUANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
8844	2015	41142	61XX W FULLERTON AVE	T013	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS	41.92388736426867, -87.77890991205359	41.9238873642687	-87.7789099120536
8846	2015	41257	70XX N MOSELLE AVE	T008	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS	42.007997503125345, -87.77823496507851	42.0079975031253	-87.7782349650785
8847	2015	41165	52XX S KOLMAR AVE	T114	GRAVID	2015-07-16 12:07:00	7	CULEX PIPIENS/RESTUANS	41.79821072626856, -87.73692496319906	41.7982107262686	-87.7369249631991
8849	2015	41152	70XX W ARMITAGE AVE	T151	GRAVID	2015-07-16 12:07:00	41	CULEX RESTUANS	41.91613471854847, -87.80109280863755	41.9161347185485	-87.8010928086375
8853	2015	41185	104XX S VINCENNES AVE	T089	GRAVID	2015-07-16 12:07:00	5	CULEX RESTUANS	41.70433841525342, -87.65708427193195	41.7043384152534	-87.657084271932
8854	2015	41225	46XX N MILWAUKEE AVE	T003	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.96537485879688, -87.75841171521544	41.9653748587969	-87.7584117152154
8855	2015	41171	82XX S KOSTNER AVE	T225	GRAVID	2015-07-16 12:07:00	19	CULEX RESTUANS	41.7426704781299, -87.73155005887604	41.7426704781299	-87.731550058876
8856	2015	41211	4XX E 130TH ST	T221	GRAVID	2015-07-16 12:07:00	3	CULEX RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
8857	2015	41150	17XX N PULASKI RD	T039	GRAVID	2015-07-16 12:07:00	1	CULEX PIPIENS/RESTUANS	41.91356758228873, -87.72630030176042	41.9135675822887	-87.7263003017604
8858	2015	41199	127XX S DOTY AVE	T115	GRAVID	2015-07-16 12:07:00	1	CULEX RESTUANS	41.66238672759086, -87.59017972751752	41.6623867275909	-87.5901797275175
8859	2015	41203	24XX E 105TH ST	T128	GRAVID	2015-07-16 12:07:00	2	CULEX TERRITANS	41.704687213624375, -87.5642355621286	41.7046872136244	-87.5642355621286
8860	2015	41164	22XX W 69TH ST	T069	GRAVID	2015-07-16 12:07:00	7	CULEX RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
8861	2015	41181	77XX S EBERHART AVE	T080	GRAVID	2015-07-16 12:07:00	14	CULEX RESTUANS	41.75414841411549, -87.61272102258191	41.7541484141155	-87.6127210225819
8862	2015	41189	3XX W 104TH ST	T095	GRAVID	2015-07-16 12:07:00	2	CULEX PIPIENS/RESTUANS	41.70532764418326, -87.63295536539816	41.7053276441833	-87.6329553653982
8863	2015	41162	52XX W 63RD ST	T065	GRAVID	2015-07-16 12:07:00	4	CULEX RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
8864	2015	41161	37XX S PULASKI RD	T063	GRAVID	2015-07-16 12:07:00	9	CULEX RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
8865	2015	41213	58XX N PULASKI RD	T027	GRAVID	2015-07-16 12:07:00	9	CULEX RESTUANS	41.986319851449004, -87.72837845617912	41.986319851449	-87.7283784561791
8866	2015	41195	6XX E 91ST PL	T227	GRAVID	2015-07-16 12:07:00	1	CULEX RESTUANS	41.728490033986375, -87.60852430813071	41.7284900339864	-87.6085243081307
8867	2015	41050	25XX W GRAND AVE	T046	GRAVID	2015-07-09 12:07:00	5	CULEX RESTUANS	41.89221998323666, -87.69169772868295	41.8922199832367	-87.691697728683
8868	2015	41083	89XX S CARPENTER ST	T159	GRAVID	2015-07-09 12:07:00	2	CULEX RESTUANS	41.73144685817715, -87.64972225277589	41.7314468581772	-87.6497222527759
8870	2015	41107	91XX W HIGGINS RD	T009	GRAVID	2015-07-09 12:07:00	7	CULEX RESTUANS	41.988586396324166, -87.85447335120561	41.9885863963242	-87.8544733512056
8871	2015	41069	10XX E 67TH ST	T073	GRAVID	2015-07-09 12:07:00	23	CULEX RESTUANS	41.773085401492715, -87.60016755939222	41.7730854014927	-87.6001675593922
8873	2015	41057	37XX S PULASKI RD	T063	GRAVID	2015-07-09 12:07:00	24	CULEX RESTUANS	41.82539825646484, -87.72396213667864	41.8253982564648	-87.7239621366786
8874	2015	41054	22XX W 51ST ST	T061	GRAVID	2015-07-09 12:07:00	47	CULEX PIPIENS/RESTUANS	41.80104785720396, -87.68042473369341	41.801047857204	-87.6804247336934
8875	2015	41065	42XX W 65TH ST	T235	GRAVID	2015-07-09 12:07:00	2	CULEX RESTUANS	41.7748411153277, -87.72800581922763	41.7748411153277	-87.7280058192276
8876	2015	41119	58XX N WESTERN AVE	T028	GRAVID	2015-07-09 12:07:00	50	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
8877	2015	41108	36XX N PITTSBURGH AVE	T011	GRAVID	2015-07-09 12:07:00	11	CULEX RESTUANS	41.94596109447193, -87.83294247349616	41.9459610944719	-87.8329424734962
8878	2015	41123	17XX W ADDISON ST	T224	GRAVID	2015-07-09 12:07:00	4	CULEX RESTUANS	41.94704449504484, -87.67306105349785	41.9470444950448	-87.6730610534978
8879	2015	41115	62XX N MCCLELLAN AVE	T236	GRAVID	2015-07-09 12:07:00	7	CULEX RESTUANS	41.99496630402897, -87.77083721987879	41.994966304029	-87.7708372198788
8882	2015	41071	39XX S ASHLAND AVE	T074	GRAVID	2015-07-09 12:07:00	7	CULEX RESTUANS	41.82085850772701, -87.66510809467968	41.820858507727	-87.6651080946797
8883	2015	41095	1XX N CENTRAL PARK DR	T030	GRAVID	2015-07-09 12:07:00	18	CULEX PIPIENS/RESTUANS	41.8837717767951, -87.71616836510131	41.8837717767951	-87.7161683651013
8884	2015	41092	4XX E 130TH ST	T221	GRAVID	2015-07-09 12:07:00	2	CULEX PIPIENS/RESTUANS	41.65923601846575, -87.61201512813366	41.6592360184657	-87.6120151281337
8885	2015	41058	52XX W 63RD ST	T065	GRAVID	2015-07-09 12:07:00	3	CULEX PIPIENS/RESTUANS	41.77830515554422, -87.75436628603191	41.7783051555442	-87.7543662860319
8886	2015	41120	58XX N WESTERN AVE	T028	GRAVID	2015-07-09 12:07:00	39	CULEX RESTUANS	41.98724460846669, -87.68941677018957	41.9872446084667	-87.6894167701896
8887	2015	41061	22XX W 69TH ST	T069	GRAVID	2015-07-09 12:07:00	4	CULEX RESTUANS	41.768485667016584, -87.67946342813606	41.7684856670166	-87.6794634281361
8889	2015	41055	22XX W 51ST ST	T061	GRAVID	2015-07-09 12:07:00	47	CULEX RESTUANS	41.80104785720396, -87.68042473369341	41.801047857204	-87.6804247336934
8890	2015	41121	28XX N FRANCISCO AVE	T147	GRAVID	2015-07-09 12:07:00	9	CULEX RESTUANS	41.93279020985206, -87.7002378838387	41.9327902098521	-87.7002378838387
