measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2001,0.01597869979993697,0.01650385244367307,0.015580748993577377
Deaths,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2001,0.010161192757588295,0.010492068009482968,0.009864306155694749
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2001,0.007726070310608194,0.007982608911576433,0.007498747623433914
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2001,0.004245575425550469,0.00440137551825713,0.004096249467428628
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2001,0.03568796115994171,0.03745723008456784,0.03394716877524242
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2001,0.017788413879155515,0.018754463961414676,0.016885077554787048
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2001,0.027804457936889685,0.0292845657320275,0.02636969288222835
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2001,0.013000205309234219,0.013746563458142062,0.012412470697054215
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2001,0.015654424395938695,0.016451814994695137,0.014875024359737239
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2001,0.008204683006201707,0.008655242470442663,0.007824774424493905
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2001,0.007732545870210955,0.008197170486734013,0.00729412871467323
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2001,0.0048327961493681995,0.0050928332415709305,0.004576399963417065
Deaths,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2001,0.004278035162983039,0.004583918637714592,0.00399131443755359
Deaths,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2001,0.003125484910530227,0.0033232739539317538,0.002956927731867375
Deaths,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2001,0.0026880589829837336,0.002887748934459102,0.002493251394160388
Deaths,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2001,0.0025173313520301193,0.0026775866552031773,0.002389449079284297
Deaths,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2001,0.0015590826222163015,0.001692158031282045,0.001445512232590165
Deaths,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2001,0.001618558429772686,0.0017172733308254864,0.0015268166991706505
Deaths,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2001,0.0010555407514241018,0.001140317813351667,0.000980247119131777
Deaths,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2001,0.0010007010259844992,0.0010626019056427694,0.0009483732528887129
Deaths,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2001,0.0005716709919205174,0.0006041292106951468,0.0005417895765931827
Deaths,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2001,0.0005649646224344825,0.0005922949126984521,0.0005377335793197855
Deaths,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2002,0.04149844602075177,0.043247920168075306,0.04006776750962703
Deaths,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2002,0.027288338456013743,0.028718300270187576,0.02599349428931491
Deaths,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2002,0.055887987545356226,0.057854016931313895,0.054162824644476124
Deaths,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2002,0.03543797603772502,0.036812500240968916,0.034303753434731236
Deaths,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2002,0.06319704455379888,0.06530457061953389,0.0614643876846008
Deaths,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2002,0.03961471425190749,0.040903898227644515,0.03838757679866241
Deaths,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2002,0.06550724749799187,0.0676254698643005,0.06387115059316414
Deaths,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2002,0.041273877913495544,0.04256458637000327,0.04009909807350608
Deaths,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2002,0.05544231628068127,0.05744736165193867,0.053872322406351196
Deaths,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2002,0.03532625317387045,0.036554121048658954,0.03414416330059965
Deaths,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2002,0.04034782527852356,0.04154872909145484,0.039430021609494575
Deaths,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2002,0.026920741037862163,0.027816074998760584,0.026179503007525598
Deaths,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2002,0.02479494536002387,0.02551770812228995,0.024191253615192945
Deaths,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2002,0.01707771191822699,0.017695058307485377,0.01655257274360954
Deaths,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2002,0.01609969564262074,0.016766912722519605,0.015624567713299044
Deaths,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2002,0.010267356481402241,0.010639979789494484,0.00993186877405594
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2002,0.00800018135763138,0.008256497105695535,0.007768996512721977
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2002,0.004401393583505019,0.004567249225494319,0.0042432293816039215
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2002,0.03490528530977173,0.03671441057260553,0.033130269967445045
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2002,0.017502725175992117,0.018471285317906615,0.0166100489704087
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2002,0.027037866156480492,0.028414134308548184,0.025629049456609248
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2002,0.012814845944239168,0.013535371434739802,0.012229860280595228
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2002,0.015598109412481007,0.01642207478558965,0.014806294228615282
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2002,0.008194831862965086,0.008654827071560997,0.007823727269833927
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2002,0.007676879656640286,0.008195334898095536,0.0071978154595506525
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2002,0.004815610649740126,0.005073758117935773,0.004560119884804677
Deaths,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2002,0.004220351169377915,0.004556649633328062,0.003906933876501204
Deaths,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2002,0.0031460796122723296,0.0033511856597636057,0.002983639478840547
Deaths,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2002,0.0026316894477420327,0.0028473822461424713,0.002425864410910203
Deaths,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2002,0.002510431109559229,0.0026768944414630536,0.0023767018484100724
Deaths,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2002,0.0015585661782437166,0.0016861973276195933,0.0014484763979875546
Deaths,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2002,0.0016482240878791447,0.00174594165459478,0.0015558450028550451
Deaths,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2002,0.0010312539164612261,0.0011155053852532615,0.0009486283928382636
Deaths,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2002,0.0010066207813945287,0.0010697682738066891,0.0009532516492990668
Deaths,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2002,0.0005848737229281037,0.0006184221557152216,0.0005538282097104291
Deaths,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2002,0.0005798704831903748,0.0006090784359249574,0.0005519991337513464
Deaths,Sub-Saharan Africa - WB,Male,25 to 29,Opioid use disorders,Percent,2000,0.0006081510274531608,0.0007934331169258086,0.0004423270810800327
Deaths,Sub-Saharan Africa - WB,Female,25 to 29,Opioid use disorders,Percent,2000,0.0001063896863283079,0.0001643443277886702,6.24066872091884e-05
Deaths,Sub-Saharan Africa - WB,Male,30 to 34,Opioid use disorders,Percent,2000,0.000681731209020713,0.0009026231273877227,0.00048117492491446285
Deaths,Sub-Saharan Africa - WB,Female,30 to 34,Opioid use disorders,Percent,2000,0.00014202565414989535,0.00021740022748602446,8.992653953445014e-05
Deaths,Sub-Saharan Africa - WB,Male,35 to 39,Opioid use disorders,Percent,2000,0.0006471938025289988,0.000883827189887984,0.00044889511249630057
Deaths,Sub-Saharan Africa - WB,Female,35 to 39,Opioid use disorders,Percent,2000,0.00012517361909466859,0.00019319483759733063,7.629752073355628e-05
Deaths,Sub-Saharan Africa - WB,Male,40 to 44,Opioid use disorders,Percent,2000,0.0005104297862785554,0.0006622703262064161,0.00039444464086708047
Deaths,Sub-Saharan Africa - WB,Female,40 to 44,Opioid use disorders,Percent,2000,8.93842502175572e-05,0.00012531349796112074,6.383560400425983e-05
Deaths,Sub-Saharan Africa - WB,Male,45 to 49,Opioid use disorders,Percent,2000,0.00024508881242047987,0.0003117433924458056,0.0001891699549627968
Deaths,Sub-Saharan Africa - WB,Female,45 to 49,Opioid use disorders,Percent,2000,6.532481224362593e-05,0.00010262491009725254,4.330120853459358e-05
Deaths,Sub-Saharan Africa - WB,Male,50 to 54,Opioid use disorders,Percent,2000,0.000173041367975704,0.00021162734830102524,0.00013650721551999534
Deaths,Sub-Saharan Africa - WB,Female,50 to 54,Opioid use disorders,Percent,2000,9.545478447043933e-05,0.00012141644311756386,7.539736607106163e-05
Deaths,Sub-Saharan Africa - WB,Male,55 to 59,Opioid use disorders,Percent,2000,0.0001781560358941436,0.00021332320846054287,0.0001373267170239096
Deaths,Sub-Saharan Africa - WB,Female,55 to 59,Opioid use disorders,Percent,2000,4.4185476458697736e-05,5.937819879566333e-05,3.3456324090204244e-05
Deaths,Sub-Saharan Africa - WB,Male,60 to 64,Opioid use disorders,Percent,2000,0.00021184382369212218,0.00026052776778059527,0.000168412209606561
Deaths,Sub-Saharan Africa - WB,Female,60 to 64,Opioid use disorders,Percent,2000,3.2119385940579905e-05,4.325245198382921e-05,2.3543776992300474e-05
Deaths,Sub-Saharan Africa - WB,Male,65 to 69,Opioid use disorders,Percent,2000,0.00020801083319725984,0.0002605930765803342,0.00016239818310974388
Deaths,Sub-Saharan Africa - WB,Female,65 to 69,Opioid use disorders,Percent,2000,3.4763419988321714e-05,4.61397657004073e-05,2.6152026365178913e-05
Deaths,Europe & Central Asia - WB,Male,25 to 29,Alcohol use disorders,Percent,2000,0.03934960747426621,0.04110643487092558,0.03790781001699649
Deaths,Europe & Central Asia - WB,Female,25 to 29,Alcohol use disorders,Percent,2000,0.02668676363164765,0.02819382292552676,0.02531623288004402
Deaths,Europe & Central Asia - WB,Male,30 to 34,Alcohol use disorders,Percent,2000,0.053850461098344335,0.05580630979665824,0.052132136350301464
Deaths,Europe & Central Asia - WB,Female,30 to 34,Alcohol use disorders,Percent,2000,0.034151509489676844,0.035552710755621435,0.03279987503575691
Deaths,Europe & Central Asia - WB,Male,35 to 39,Alcohol use disorders,Percent,2000,0.06368744311598268,0.06583425377829262,0.06176132462249746
Deaths,Europe & Central Asia - WB,Female,35 to 39,Alcohol use disorders,Percent,2000,0.04016247429944221,0.04165189905515852,0.03857255184674337
Deaths,Europe & Central Asia - WB,Male,40 to 44,Alcohol use disorders,Percent,2000,0.0647493835328979,0.06690305094103893,0.06295748848392096
Deaths,Europe & Central Asia - WB,Female,40 to 44,Alcohol use disorders,Percent,2000,0.04019127568640454,0.041602909934993174,0.03850892649641192
Deaths,Europe & Central Asia - WB,Male,45 to 49,Alcohol use disorders,Percent,2000,0.05362097625366155,0.05533307613974884,0.05213580213462588
Deaths,Europe & Central Asia - WB,Female,45 to 49,Alcohol use disorders,Percent,2000,0.03407030326850647,0.035305234368793965,0.03286620149107858
Deaths,Europe & Central Asia - WB,Male,50 to 54,Alcohol use disorders,Percent,2000,0.038596886599383255,0.03980818858027955,0.03750862617368626
Deaths,Europe & Central Asia - WB,Female,50 to 54,Alcohol use disorders,Percent,2000,0.025470458932300228,0.026301305750757457,0.024724233238044648
Deaths,Europe & Central Asia - WB,Male,55 to 59,Alcohol use disorders,Percent,2000,0.02391148981109782,0.024668717785671118,0.023320168207403562
Deaths,Europe & Central Asia - WB,Female,55 to 59,Alcohol use disorders,Percent,2000,0.016807800265957046,0.017429349554343773,0.01626604582325106
Deaths,Europe & Central Asia - WB,Male,60 to 64,Alcohol use disorders,Percent,2000,0.015482029170364904,0.015967738916566238,0.015098852034003027
Deaths,Europe & Central Asia - WB,Female,60 to 64,Alcohol use disorders,Percent,2000,0.009772643533208177,0.010090911642949332,0.009472118852635783
Deaths,Europe & Central Asia - WB,Male,65 to 69,Alcohol use disorders,Percent,2000,0.00736053009875573,0.0075997401740939986,0.0071491547395666506
Deaths,Europe & Central Asia - WB,Female,65 to 69,Alcohol use disorders,Percent,2000,0.004063331366390729,0.004216693266745739,0.003926085677328188
Deaths,Europe & Central Asia - WB,Male,25 to 29,Opioid use disorders,Percent,2000,0.03642134292718967,0.03826605181045044,0.034624260874705964
Deaths,Europe & Central Asia - WB,Female,25 to 29,Opioid use disorders,Percent,2000,0.0178966948728232,0.018922768919658085,0.01702911456660343
Deaths,Europe & Central Asia - WB,Male,30 to 34,Opioid use disorders,Percent,2000,0.028240000397278406,0.0297594951136506,0.026836557670070878
Deaths,Europe & Central Asia - WB,Female,30 to 34,Opioid use disorders,Percent,2000,0.01292867994378061,0.013680246022238045,0.012319035014048024
Deaths,Europe & Central Asia - WB,Male,35 to 39,Opioid use disorders,Percent,2000,0.015612531936600465,0.016335409200413844,0.01487091105981171
Deaths,Europe & Central Asia - WB,Female,35 to 39,Opioid use disorders,Percent,2000,0.008049881898549792,0.008494918384896332,0.007676955973382056
Deaths,Europe & Central Asia - WB,Male,40 to 44,Opioid use disorders,Percent,2000,0.007724119149554791,0.008194951021331795,0.007294136082011619
Deaths,Europe & Central Asia - WB,Female,40 to 44,Opioid use disorders,Percent,2000,0.004725601798346892,0.004979405243179442,0.004478738913569951
Deaths,Europe & Central Asia - WB,Male,45 to 49,Opioid use disorders,Percent,2000,0.0042906433810368854,0.004612458944955902,0.004004501602711421
Deaths,Europe & Central Asia - WB,Female,45 to 49,Opioid use disorders,Percent,2000,0.0030523774832062686,0.0032500006664259807,0.0028863397792401636
Deaths,Europe & Central Asia - WB,Male,50 to 54,Opioid use disorders,Percent,2000,0.002682129758746662,0.002882063220270841,0.0024880454491653463
Deaths,Europe & Central Asia - WB,Female,50 to 54,Opioid use disorders,Percent,2000,0.0024723948487520436,0.002625300084250255,0.0023497547831145835
Deaths,Europe & Central Asia - WB,Male,55 to 59,Opioid use disorders,Percent,2000,0.0015865131250232432,0.0017356320910800133,0.0014678596356583228
Deaths,Europe & Central Asia - WB,Female,55 to 59,Opioid use disorders,Percent,2000,0.0015983591746566953,0.0016967938580656973,0.0015075217791001173
Deaths,Europe & Central Asia - WB,Male,60 to 64,Opioid use disorders,Percent,2000,0.001049409316187269,0.001137294150113172,0.0009748746781729255
Deaths,Europe & Central Asia - WB,Female,60 to 64,Opioid use disorders,Percent,2000,0.0009725874373048219,0.0010356964539382453,0.0009198075823248056
Deaths,Europe & Central Asia - WB,Male,65 to 69,Opioid use disorders,Percent,2000,0.0005605226398885397,0.0005918844801486931,0.0005322725394322485
Deaths,Europe & Central Asia - WB,Female,65 to 69,Opioid use disorders,Percent,2000,0.0005564322310222235,0.0005832689154681689,0.0005291859076646195
